fname,talhao,classe,bounds_minx,bounds_miny,bounds_maxx,bounds_maxy,cobertura_valida,cobertura_pos_mascara,frac_mascara_total,n_instancias,n_pixels_cafe
train_000380,talhao_17_2,jovem,710045.3446300001,7698206.96574,710121.06943,7698282.69054,0.41750240325927734,0.41750240325927734,0.5035009384155273,197,83684
train_000381,talhao_17_2,jovem,710060.50438,7698206.96574,710136.22918,7698282.69054,0.6147069931030273,0.6147069931030273,0.32935523986816406,269,120400
train_000382,talhao_17_2,jovem,710075.66413,7698206.96574,710151.38893,7698282.69054,0.7930870056152344,0.7930870056152344,0.16063594818115234,330,167495
train_000383,talhao_17_2,jovem,710090.82388,7698206.96574,710166.54868,7698282.69054,0.7680530548095703,0.7680530548095703,0.06273651123046875,296,173214
train_000384,talhao_17_2,jovem,710105.98363,7698206.96574,710181.70843,7698282.69054,0.6280441284179688,0.6280441284179688,0.014379501342773438,219,147102
train_000385,multiplos_mosaico,misto,710121.14338,7698206.96574,710196.86818,7698282.69054,0.4533700942993164,0.4533700942993164,3.814697265625e-05,161,112433
train_000386,multiplos_mosaico,misto,710136.30313,7698206.96574,710212.02793,7698282.69054,0.2561073303222656,0.2561073303222656,0.0,90,75691
train_000387,talhao_24,jovem,709711.83013,7698191.80599,709787.55493,7698267.53079,0.24094295501708984,0.24094295501708984,0.39805030822753906,45,78336
train_000388,talhao_24,jovem,709726.98988,7698191.80599,709802.71468,7698267.53079,0.42060279846191406,0.42060279846191406,0.2621192932128906,100,118148
train_000389,talhao_24,jovem,709742.14963,7698191.80599,709817.87443,7698267.53079,0.5945348739624023,0.5945348739624023,0.14742755889892578,162,156719
train_000390,talhao_24,jovem,709757.30938,7698191.80599,709833.0341800001,7698267.53079,0.714116096496582,0.714116096496582,0.10733604431152344,212,179372
train_000391,talhao_24,jovem,709772.46913,7698191.80599,709848.1939300001,7698267.53079,0.7262897491455078,0.7262897491455078,0.15834903717041016,227,174961
train_000392,talhao_24,jovem,709787.62888,7698191.80599,709863.3536800001,7698267.53079,0.6125612258911133,0.6125612258911133,0.28543758392333984,212,139104
train_000393,talhao_24,jovem,709802.7886300001,7698191.80599,709878.51343,7698267.53079,0.45481300354003906,0.45481300354003906,0.4203920364379883,158,115608
train_000394,talhao_24,jovem,709817.9483800001,7698191.80599,709893.67318,7698267.53079,0.3217182159423828,0.3217182159423828,0.5197830200195312,101,103444
train_000395,multiplos_mosaico,misto,709833.1081300001,7698191.80599,709908.83293,7698267.53079,0.19631195068359375,0.19631195068359375,0.5948305130004883,50,82718
train_000396,talhao_7_4,adulto,709908.90688,7698191.80599,709984.63168,7698267.53079,0.29239463806152344,0.29239463806152344,0.17767906188964844,11,191381
train_000397,talhao_7_3,adulto,709924.06663,7698191.80599,709999.79143,7698267.53079,0.45772552490234375,0.45772552490234375,0.05105781555175781,11,318586
train_000398,talhao_7_3,adulto,709939.22638,7698191.80599,710014.95118,7698267.53079,0.5063629150390625,0.5063629150390625,0.0,10,363534
train_000399,talhao_7_3,adulto,709954.38613,7698191.80599,710030.1109300001,7698267.53079,0.5042495727539062,0.5042495727539062,0.0,10,362564
train_000400,talhao_7_3,adulto,709969.54588,7698191.80599,710045.2706800001,7698267.53079,0.3982124328613281,0.3982124328613281,0.049248695373535156,7,296091
train_000401,talhao_7_3,adulto,709984.70563,7698191.80599,710060.4304300001,7698267.53079,0.21344566345214844,0.21344566345214844,0.18309593200683594,6,171893
train_000402,talhao_17_2,jovem,710045.3446300001,7698191.80599,710121.06943,7698267.53079,0.28141021728515625,0.28141021728515625,0.5902118682861328,141,55892
train_000403,talhao_17_2,jovem,710060.50438,7698191.80599,710136.22918,7698267.53079,0.44047069549560547,0.44047069549560547,0.4687166213989258,198,87087
train_000404,talhao_17_2,jovem,710075.66413,7698191.80599,710151.38893,7698267.53079,0.5960931777954102,0.5960931777954102,0.2932472229003906,247,129036
train_000405,talhao_17_2,jovem,710090.82388,7698191.80599,710166.54868,7698267.53079,0.5985212326049805,0.5985212326049805,0.15526962280273438,229,138271
train_000406,talhao_17_2,jovem,710105.98363,7698191.80599,710181.70843,7698267.53079,0.49859046936035156,0.49859046936035156,0.0668344497680664,173,119033
train_000407,multiplos_mosaico,misto,710121.14338,7698191.80599,710196.86818,7698267.53079,0.3639945983886719,0.3639945983886719,0.012414932250976562,124,92262
train_000408,multiplos_mosaico,misto,710136.30313,7698191.80599,710212.02793,7698267.53079,0.2048654556274414,0.2048654556274414,0.0,67,61064
train_000409,talhao_24,jovem,709711.83013,7698176.646240001,709787.55493,7698252.371040001,0.23807334899902344,0.23807334899902344,0.28606128692626953,45,77053
train_000410,talhao_24,jovem,709726.98988,7698176.646240001,709802.71468,7698252.371040001,0.3937234878540039,0.3937234878540039,0.1604928970336914,99,106206
train_000411,talhao_24,jovem,709742.14963,7698176.646240001,709817.87443,7698252.371040001,0.5661239624023438,0.5661239624023438,0.054200172424316406,160,144272
train_000412,talhao_24,jovem,709757.30938,7698176.646240001,709833.0341800001,7698252.371040001,0.7058086395263672,0.7058086395263672,0.015506744384765625,214,171734
train_000413,talhao_24,jovem,709772.46913,7698176.646240001,709848.1939300001,7698252.371040001,0.7260837554931641,0.7260837554931641,0.05862712860107422,235,171193
train_000414,talhao_24,jovem,709787.62888,7698176.646240001,709863.3536800001,7698252.371040001,0.6458492279052734,0.6458492279052734,0.15567779541015625,229,153618
train_000415,talhao_24,jovem,709802.7886300001,7698176.646240001,709878.51343,7698252.371040001,0.5522384643554688,0.5522384643554688,0.25055408477783203,172,172950
train_000416,talhao_24,jovem,709817.9483800001,7698176.646240001,709893.67318,7698252.371040001,0.4605369567871094,0.4605369567871094,0.32094287872314453,122,196138
train_000417,multiplos_mosaico,misto,709833.1081300001,7698176.646240001,709908.83293,7698252.371040001,0.3264579772949219,0.3264579772949219,0.41854000091552734,66,180635
train_000418,multiplos_mosaico,misto,709848.26788,7698176.646240001,709923.99268,7698252.371040001,0.22281742095947266,0.22281742095947266,0.5336465835571289,32,152246
train_000419,multiplos_mosaico,misto,709863.42763,7698176.646240001,709939.15243,7698252.371040001,0.17110633850097656,0.17110633850097656,0.5196323394775391,9,130841
train_000420,talhao_7_4,adulto,709908.90688,7698176.646240001,709984.63168,7698252.371040001,0.2896108627319336,0.2896108627319336,0.2460155487060547,10,186630
train_000421,talhao_7_3,adulto,709924.06663,7698176.646240001,709999.79143,7698252.371040001,0.4695310592651367,0.4695310592651367,0.0825357437133789,11,320489
train_000422,talhao_7_3,adulto,709939.22638,7698176.646240001,710014.95118,7698252.371040001,0.5547199249267578,0.5547199249267578,0.0,10,397844
train_000423,talhao_7_3,adulto,709954.38613,7698176.646240001,710030.1109300001,7698252.371040001,0.5647468566894531,0.5647468566894531,0.0,10,406872
train_000424,talhao_7_3,adulto,709969.54588,7698176.646240001,710045.2706800001,7698252.371040001,0.45934009552001953,0.45934009552001953,0.024225234985351562,8,340232
train_000425,talhao_7_3,adulto,709984.70563,7698176.646240001,710060.4304300001,7698252.371040001,0.27672672271728516,0.27672672271728516,0.11799430847167969,6,220998
train_000426,talhao_17_2,jovem,710045.3446300001,7698176.646240001,710121.06943,7698252.371040001,0.1658468246459961,0.1658468246459961,0.5623817443847656,85,32125
train_000427,talhao_17_2,jovem,710060.50438,7698176.646240001,710136.22918,7698252.371040001,0.28482913970947266,0.28482913970947266,0.48099327087402344,133,56879
train_000428,talhao_17_2,jovem,710075.66413,7698176.646240001,710151.38893,7698252.371040001,0.4013652801513672,0.4013652801513672,0.33928394317626953,168,90562
train_000429,talhao_17_2,jovem,710090.82388,7698176.646240001,710166.54868,7698252.371040001,0.4241323471069336,0.4241323471069336,0.18329906463623047,167,100885
train_000430,talhao_17_2,jovem,710105.98363,7698176.646240001,710181.70843,7698252.371040001,0.36427974700927734,0.36427974700927734,0.07646369934082031,131,89883
train_000431,multiplos_mosaico,misto,710121.14338,7698176.646240001,710196.86818,7698252.371040001,0.2697620391845703,0.2697620391845703,0.012429237365722656,96,71850
train_000432,multiplos_mosaico,misto,710136.30313,7698176.646240001,710212.02793,7698252.371040001,0.1507110595703125,0.1507110595703125,0.0,48,47067
train_000433,talhao_24,jovem,709711.83013,7698161.48649,709787.55493,7698237.21129,0.19713687896728516,0.19713687896728516,0.22980308532714844,40,61206
train_000434,talhao_24,jovem,709726.98988,7698161.48649,709802.71468,7698237.21129,0.31270885467529297,0.31270885467529297,0.1087179183959961,89,77881
train_000435,talhao_24,jovem,709742.14963,7698161.48649,709817.87443,7698237.21129,0.4450340270996094,0.4450340270996094,0.01201629638671875,137,104755
train_000436,talhao_24,jovem,709757.30938,7698161.48649,709833.0341800001,7698237.21129,0.5624275207519531,0.5624275207519531,0.0,187,128578
train_000437,talhao_24,jovem,709772.46913,7698161.48649,709848.1939300001,7698237.21129,0.6161003112792969,0.6161003112792969,0.010601043701171875,208,147799
train_000438,talhao_24,jovem,709787.62888,7698161.48649,709863.3536800001,7698237.21129,0.6105146408081055,0.6105146408081055,0.06757354736328125,205,168715
train_000439,talhao_24,jovem,709802.7886300001,7698161.48649,709878.51343,7698237.21129,0.5970602035522461,0.5970602035522461,0.12237167358398438,152,236407
train_000440,talhao_24,jovem,709817.9483800001,7698161.48649,709893.67318,7698237.21129,0.58551025390625,0.58551025390625,0.15268230438232422,117,305737
train_000441,talhao_3,adulto,709833.1081300001,7698161.48649,709908.83293,7698237.21129,0.4808216094970703,0.4808216094970703,0.2456378936767578,68,300366
train_000442,talhao_3,adulto,709848.26788,7698161.48649,709923.99268,7698237.21129,0.35019493103027344,0.35019493103027344,0.4081869125366211,35,254223
train_000443,multiplos_mosaico,misto,709863.42763,7698161.48649,709939.15243,7698237.21129,0.2584056854248047,0.2584056854248047,0.4608726501464844,9,208130
train_000444,multiplos_mosaico,misto,709878.58738,7698161.48649,709954.31218,7698237.21129,0.1583852767944336,0.1583852767944336,0.40625667572021484,14,124848
train_000445,talhao_7_4,adulto,709908.90688,7698161.48649,709984.63168,7698237.21129,0.2503013610839844,0.2503013610839844,0.2823638916015625,9,162829
train_000446,talhao_7_3,adulto,709924.06663,7698161.48649,709999.79143,7698237.21129,0.43245697021484375,0.43245697021484375,0.10901927947998047,11,300268
train_000447,talhao_7_3,adulto,709939.22638,7698161.48649,710014.95118,7698237.21129,0.5577239990234375,0.5577239990234375,0.0,9,412919
train_000448,talhao_7_3,adulto,709954.38613,7698161.48649,710030.1109300001,7698237.21129,0.6019830703735352,0.6019830703735352,0.0,9,453362
train_000449,talhao_7_3,adulto,709969.54588,7698161.48649,710045.2706800001,7698237.21129,0.5118274688720703,0.5118274688720703,0.004780769348144531,8,396514
train_000450,talhao_7_3,adulto,709984.70563,7698161.48649,710060.4304300001,7698237.21129,0.36100101470947266,0.36100101470947266,0.0584716796875,6,297356
train_000451,talhao_7_3,adulto,709999.86538,7698161.48649,710075.59018,7698237.21129,0.17879009246826172,0.17879009246826172,0.15989112854003906,4,159653
train_000452,multiplos_mosaico,misto,710060.50438,7698161.48649,710136.22918,7698237.21129,0.15299320220947266,0.15299320220947266,0.4226951599121094,69,33698
train_000453,multiplos_mosaico,misto,710075.66413,7698161.48649,710151.38893,7698237.21129,0.22945117950439453,0.22945117950439453,0.3210639953613281,92,58216
train_000454,multiplos_mosaico,misto,710090.82388,7698161.48649,710166.54868,7698237.21129,0.24773502349853516,0.24773502349853516,0.18329906463623047,93,66322
train_000455,multiplos_mosaico,misto,710105.98363,7698161.48649,710181.70843,7698237.21129,0.2277536392211914,0.2277536392211914,0.07646369934082031,82,61589
train_000456,multiplos_mosaico,misto,710121.14338,7698161.48649,710196.86818,7698237.21129,0.17331409454345703,0.17331409454345703,0.012429237365722656,63,49260
train_000457,talhao_24,jovem,709726.98988,7698146.32674,709802.71468,7698222.05154,0.1891326904296875,0.1891326904296875,0.12862873077392578,62,39854
train_000458,talhao_24,jovem,709742.14963,7698146.32674,709817.87443,7698222.05154,0.28137969970703125,0.28137969970703125,0.013731002807617188,96,57736
train_000459,talhao_24,jovem,709757.30938,7698146.32674,709833.0341800001,7698222.05154,0.36541748046875,0.36541748046875,0.0,130,77628
train_000460,talhao_24,jovem,709772.46913,7698146.32674,709848.1939300001,7698222.05154,0.441802978515625,0.441802978515625,0.0,147,111704
train_000461,talhao_24,jovem,709787.62888,7698146.32674,709863.3536800001,7698222.05154,0.5163736343383789,0.5163736343383789,0.01757335662841797,160,164624
train_000462,talhao_24,jovem,709802.7886300001,7698146.32674,709878.51343,7698222.05154,0.5830755233764648,0.5830755233764648,0.03239727020263672,125,271869
train_000463,talhao_24,jovem,709817.9483800001,7698146.32674,709893.67318,7698222.05154,0.6514463424682617,0.6514463424682617,0.03239727020263672,105,382805
train_000464,talhao_3,adulto,709833.1081300001,7698146.32674,709908.83293,7698222.05154,0.5890798568725586,0.5890798568725586,0.1374950408935547,68,386790
train_000465,talhao_3,adulto,709848.26788,7698146.32674,709923.99268,7698222.05154,0.4722423553466797,0.4722423553466797,0.3174448013305664,44,340983
train_000466,multiplos_mosaico,misto,709863.42763,7698146.32674,709939.15243,7698222.05154,0.3403749465942383,0.3403749465942383,0.4081592559814453,11,275743
train_000467,multiplos_mosaico,misto,709878.58738,7698146.32674,709954.31218,7698222.05154,0.20027637481689453,0.20027637481689453,0.39349842071533203,15,159146
train_000468,talhao_7_4,adulto,709908.90688,7698146.32674,709984.63168,7698222.05154,0.18560504913330078,0.18560504913330078,0.28751564025878906,7,119533
train_000469,talhao_7_3,adulto,709924.06663,7698146.32674,709999.79143,7698222.05154,0.3388786315917969,0.3388786315917969,0.10758590698242188,8,234974
train_000470,talhao_7_3,adulto,709939.22638,7698146.32674,710014.95118,7698222.05154,0.4960947036743164,0.4960947036743164,0.0,7,375695
train_000471,talhao_7_3,adulto,709954.38613,7698146.32674,710030.1109300001,7698222.05154,0.5804319381713867,0.5804319381713867,0.0,7,450584
train_000472,talhao_7_3,adulto,709969.54588,7698146.32674,710045.2706800001,7698222.05154,0.5490741729736328,0.5490741729736328,0.0,8,437289
train_000473,talhao_7_3,adulto,709984.70563,7698146.32674,710060.4304300001,7698222.05154,0.4534130096435547,0.4534130096435547,0.015612602233886719,5,380561
train_000474,talhao_7_3,adulto,709999.86538,7698146.32674,710075.59018,7698222.05154,0.3000030517578125,0.3000030517578125,0.07695388793945312,4,264837
train_000475,multiplos_mosaico,misto,709757.30938,7698131.16699,709833.0341800001,7698206.89179,0.1675262451171875,0.1675262451171875,0.008263587951660156,66,34609
train_000476,multiplos_mosaico,misto,709772.46913,7698131.16699,709848.1939300001,7698206.89179,0.24178791046142578,0.24178791046142578,0.0,78,68995
train_000477,multiplos_mosaico,misto,709787.62888,7698131.16699,709863.3536800001,7698206.89179,0.3780984878540039,0.3780984878540039,0.0,109,147077
train_000478,talhao_3,adulto,709802.7886300001,7698131.16699,709878.51343,7698206.89179,0.5249567031860352,0.5249567031860352,0.0,93,291522
train_000479,talhao_3,adulto,709817.9483800001,7698131.16699,709893.67318,7698206.89179,0.6676778793334961,0.6676778793334961,5.14984130859375e-05,84,440656
train_000480,talhao_3,adulto,709833.1081300001,7698131.16699,709908.83293,7698206.89179,0.6416034698486328,0.6416034698486328,0.132293701171875,54,455562
train_000481,talhao_3,adulto,709848.26788,7698131.16699,709923.99268,7698206.89179,0.5646171569824219,0.5646171569824219,0.332489013671875,41,420598
train_000482,multiplos_mosaico,misto,709863.42763,7698131.16699,709939.15243,7698206.89179,0.41074371337890625,0.41074371337890625,0.4524698257446289,9,339171
train_000483,multiplos_mosaico,misto,709878.58738,7698131.16699,709954.31218,7698206.89179,0.22954559326171875,0.22954559326171875,0.4524698257446289,8,189574
train_000484,talhao_7_3,adulto,709924.06663,7698131.16699,709999.79143,7698206.89179,0.22439861297607422,0.22439861297607422,0.1190042495727539,6,159115
train_000485,talhao_7_3,adulto,709939.22638,7698131.16699,710014.95118,7698206.89179,0.3757896423339844,0.3757896423339844,0.0,6,293559
train_000486,talhao_7_3,adulto,709954.38613,7698131.16699,710030.1109300001,7698206.89179,0.5005855560302734,0.5005855560302734,0.0,6,404872
train_000487,talhao_7_3,adulto,709969.54588,7698131.16699,710045.2706800001,7698206.89179,0.5473146438598633,0.5473146438598633,0.0,10,447139
train_000488,talhao_7_3,adulto,709984.70563,7698131.16699,710060.4304300001,7698206.89179,0.5258560180664062,0.5258560180664062,0.0,6,446686
train_000489,talhao_7_3,adulto,709999.86538,7698131.16699,710075.59018,7698206.89179,0.4292621612548828,0.4292621612548828,0.02126598358154297,5,375138
train_000490,talhao_7_3,adulto,710015.0251300001,7698131.16699,710090.74993,7698206.89179,0.2804441452026367,0.2804441452026367,0.07970809936523438,9,242307
train_000491,talhao_7_4,adulto,710030.1848800001,7698131.16699,710105.90968,7698206.89179,0.1545553207397461,0.1545553207397461,0.1380615234375,9,130431
train_000492,multiplos_mosaico,misto,709787.62888,7698116.00724,709863.3536800001,7698191.73204,0.2514457702636719,0.2514457702636719,0.0,53,131480
train_000493,talhao_3,adulto,709802.7886300001,7698116.00724,709878.51343,7698191.73204,0.45122432708740234,0.45122432708740234,0.0,48,303022
train_000494,talhao_3,adulto,709817.9483800001,7698116.00724,709893.67318,7698191.73204,0.6254978179931641,0.6254978179931641,0.0023546218872070312,46,464065
train_000495,talhao_3,adulto,709833.1081300001,7698116.00724,709908.83293,7698191.73204,0.6263465881347656,0.6263465881347656,0.15513896942138672,37,477486
train_000496,talhao_3,adulto,709848.26788,7698116.00724,709923.99268,7698191.73204,0.5835103988647461,0.5835103988647461,0.3549680709838867,34,450505
train_000497,multiplos_mosaico,misto,709863.42763,7698116.00724,709939.15243,7698191.73204,0.40674877166748047,0.40674877166748047,0.4593839645385742,8,352351
train_000498,multiplos_mosaico,misto,709878.58738,7698116.00724,709954.31218,7698191.73204,0.20655345916748047,0.20655345916748047,0.4593839645385742,5,180756
train_000499,talhao_7_3,adulto,709939.22638,7698116.00724,710014.95118,7698191.73204,0.2344064712524414,0.2344064712524414,0.0,8,193877
train_000500,talhao_7_3,adulto,709954.38613,7698116.00724,710030.1109300001,7698191.73204,0.37222862243652344,0.37222862243652344,0.007494926452636719,8,314445
train_000501,talhao_7_3,adulto,709969.54588,7698116.00724,710045.2706800001,7698191.73204,0.4670829772949219,0.4670829772949219,0.02744770050048828,10,388397
train_000502,talhao_7_3,adulto,709984.70563,7698116.00724,710060.4304300001,7698191.73204,0.4978170394897461,0.4978170394897461,0.049445152282714844,7,420706
train_000503,talhao_7_3,adulto,709999.86538,7698116.00724,710075.59018,7698191.73204,0.4503631591796875,0.4503631591796875,0.07131767272949219,6,384776
train_000504,talhao_7_3,adulto,710015.0251300001,7698116.00724,710090.74993,7698191.73204,0.34662723541259766,0.34662723541259766,0.09947681427001953,12,286814
train_000505,talhao_7_4,adulto,710030.1848800001,7698116.00724,710105.90968,7698191.73204,0.2320690155029297,0.2320690155029297,0.1101846694946289,14,180548
train_000506,talhao_7_4,adulto,710045.3446300001,7698116.00724,710121.06943,7698191.73204,0.1620340347290039,0.1620340347290039,0.09969520568847656,12,123036
train_000507,multiplos_mosaico,misto,710090.82388,7698116.00724,710166.54868,7698191.73204,0.15351200103759766,0.15351200103759766,0.027642250061035156,8,110945
train_000508,multiplos_mosaico,misto,709787.62888,7698100.847490001,709863.3536800001,7698176.5722900005,0.2046051025390625,0.2046051025390625,0.0,31,122139
train_000509,talhao_3,adulto,709802.7886300001,7698100.847490001,709878.51343,7698176.5722900005,0.4048004150390625,0.4048004150390625,0.0,28,297275
train_000510,talhao_3,adulto,709817.9483800001,7698100.847490001,709893.67318,7698176.5722900005,0.5802745819091797,0.5802745819091797,0.007287025451660156,29,448395
train_000511,talhao_3,adulto,709833.1081300001,7698100.847490001,709908.83293,7698176.5722900005,0.5896291732788086,0.5896291732788086,0.17190933227539062,27,456564
train_000512,talhao_3,adulto,709848.26788,7698100.847490001,709923.99268,7698176.5722900005,0.5550003051757812,0.5550003051757812,0.3388509750366211,26,433580
train_000513,multiplos_mosaico,misto,709863.42763,7698100.847490001,709939.15243,7698176.5722900005,0.3844146728515625,0.3844146728515625,0.41161060333251953,6,333912
train_000514,multiplos_mosaico,misto,709878.58738,7698100.847490001,709954.31218,7698176.5722900005,0.1842193603515625,0.1842193603515625,0.41161060333251953,4,158806
train_000515,talhao_7_3,adulto,709954.38613,7698100.847490001,710030.1109300001,7698176.5722900005,0.25374507904052734,0.25374507904052734,0.008498191833496094,2,224849
train_000516,talhao_7_3,adulto,709969.54588,7698100.847490001,710045.2706800001,7698176.5722900005,0.3492155075073242,0.3492155075073242,0.05916118621826172,6,299406
train_000517,talhao_7_3,adulto,709984.70563,7698100.847490001,710060.4304300001,7698176.5722900005,0.4091310501098633,0.4091310501098633,0.12123680114746094,6,349831
train_000518,talhao_7_3,adulto,709999.86538,7698100.847490001,710075.59018,7698176.5722900005,0.40175533294677734,0.40175533294677734,0.18307018280029297,6,342411
train_000519,talhao_7_3,adulto,710015.0251300001,7698100.847490001,710090.74993,7698176.5722900005,0.3345766067504883,0.3345766067504883,0.23294353485107422,12,276879
train_000520,talhao_7_4,adulto,710030.1848800001,7698100.847490001,710105.90968,7698176.5722900005,0.2338552474975586,0.2338552474975586,0.2564573287963867,13,181429
train_000521,talhao_7_4,adulto,710045.3446300001,7698100.847490001,710121.06943,7698176.5722900005,0.17973899841308594,0.17973899841308594,0.22396469116210938,11,134346
train_000522,multiplos_mosaico,misto,710060.50438,7698100.847490001,710136.22918,7698176.5722900005,0.19634532928466797,0.19634532928466797,0.16279029846191406,11,143423
train_000523,multiplos_mosaico,misto,710075.66413,7698100.847490001,710151.38893,7698176.5722900005,0.24088573455810547,0.24088573455810547,0.10098457336425781,13,174711
train_000524,multiplos_mosaico,misto,710090.82388,7698100.847490001,710166.54868,7698176.5722900005,0.28855133056640625,0.28855133056640625,0.05119514465332031,15,207242
train_000525,multiplos_mosaico,misto,710105.98363,7698100.847490001,710181.70843,7698176.5722900005,0.3200979232788086,0.3200979232788086,0.01910400390625,18,232454
train_000526,multiplos_mosaico,misto,710121.14338,7698100.847490001,710196.86818,7698176.5722900005,0.2923908233642578,0.2923908233642578,0.000873565673828125,16,214482
train_000527,multiplos_mosaico,misto,710136.30313,7698100.847490001,710212.02793,7698176.5722900005,0.21399402618408203,0.21399402618408203,0.0,11,153416
train_000528,talhao_3,adulto,709802.7886300001,7698085.68774,709878.51343,7698161.41254,0.30875492095947266,0.30875492095947266,0.0,27,225947
train_000529,talhao_3,adulto,709817.9483800001,7698085.68774,709893.67318,7698161.41254,0.4508485794067383,0.4508485794067383,0.0077953338623046875,27,344860
train_000530,talhao_3,adulto,709833.1081300001,7698085.68774,709908.83293,7698161.41254,0.4532499313354492,0.4532499313354492,0.14803123474121094,26,346762
train_000531,talhao_3,adulto,709848.26788,7698085.68774,709923.99268,7698161.41254,0.44568824768066406,0.44568824768066406,0.27489471435546875,26,341487
train_000532,multiplos_mosaico,misto,709863.42763,7698085.68774,709939.15243,7698161.41254,0.31365108489990234,0.31365108489990234,0.322479248046875,9,265906
train_000533,multiplos_mosaico,misto,709969.54588,7698085.68774,710045.2706800001,7698161.41254,0.23095703125,0.23095703125,0.06552886962890625,6,193802
train_000534,multiplos_mosaico,misto,709984.70563,7698085.68774,710060.4304300001,7698161.41254,0.2928152084350586,0.2928152084350586,0.16602802276611328,6,245825
train_000535,multiplos_mosaico,misto,709999.86538,7698085.68774,710075.59018,7698161.41254,0.3197593688964844,0.3197593688964844,0.26793956756591797,6,269697
train_000536,multiplos_mosaico,misto,710015.0251300001,7698085.68774,710090.74993,7698161.41254,0.29265880584716797,0.29265880584716797,0.3578910827636719,11,239442
train_000537,multiplos_mosaico,misto,710030.1848800001,7698085.68774,710105.90968,7698161.41254,0.2261800765991211,0.2261800765991211,0.42148303985595703,12,175401
train_000538,talhao_4_0,adulto,710045.3446300001,7698085.68774,710121.06943,7698161.41254,0.17973899841308594,0.17973899841308594,0.42256927490234375,11,134346
train_000539,talhao_4_0,adulto,710060.50438,7698085.68774,710136.22918,7698161.41254,0.20246315002441406,0.20246315002441406,0.34888648986816406,13,146747
train_000540,talhao_4_0,adulto,710075.66413,7698085.68774,710151.38893,7698161.41254,0.28116416931152344,0.28116416931152344,0.24759578704833984,21,193924
train_000541,talhao_4_0,adulto,710090.82388,7698085.68774,710166.54868,7698161.41254,0.3689079284667969,0.3689079284667969,0.1577281951904297,22,254723
train_000542,talhao_4_0,adulto,710105.98363,7698085.68774,710181.70843,7698161.41254,0.4405326843261719,0.4405326843261719,0.08555889129638672,23,311229
train_000543,talhao_4_0,adulto,710121.14338,7698085.68774,710196.86818,7698161.41254,0.4442710876464844,0.4442710876464844,0.027250289916992188,22,315987
train_000544,talhao_4_0,adulto,710136.30313,7698085.68774,710212.02793,7698161.41254,0.3598146438598633,0.3598146438598633,0.0005693435668945312,17,251622
train_000545,talhao_4_0,adulto,710151.46288,7698085.68774,710227.18768,7698161.41254,0.2496318817138672,0.2496318817138672,0.0,15,176623
train_000546,multiplos_mosaico,misto,709787.62888,7698070.52799,709863.3536800001,7698146.25279,0.16182994842529297,0.16182994842529297,0.0,24,103068
train_000547,talhao_3,adulto,709802.7886300001,7698070.52799,709878.51343,7698146.25279,0.2631845474243164,0.2631845474243164,0.0,22,196501
train_000548,talhao_3,adulto,709817.9483800001,7698070.52799,709893.67318,7698146.25279,0.33526134490966797,0.33526134490966797,0.0077953338623046875,21,261255
train_000549,talhao_3,adulto,709833.1081300001,7698070.52799,709908.83293,7698146.25279,0.32381725311279297,0.32381725311279297,0.11721038818359375,17,254786
train_000550,talhao_3,adulto,709848.26788,7698070.52799,709923.99268,7698146.25279,0.32366275787353516,0.32366275787353516,0.2039957046508789,16,254753
train_000551,multiplos_mosaico,misto,709863.42763,7698070.52799,709939.15243,7698146.25279,0.2317037582397461,0.2317037582397461,0.23163223266601562,6,198334
train_000552,multiplos_mosaico,misto,709984.70563,7698070.52799,710060.4304300001,7698146.25279,0.1626567840576172,0.1626567840576172,0.17914485931396484,6,132517
train_000553,multiplos_mosaico,misto,709999.86538,7698070.52799,710075.59018,7698146.25279,0.19420814514160156,0.19420814514160156,0.3211345672607422,6,160473
train_000554,multiplos_mosaico,misto,710015.0251300001,7698070.52799,710090.74993,7698146.25279,0.2034139633178711,0.2034139633178711,0.45116424560546875,11,162350
train_000555,multiplos_mosaico,misto,710030.1848800001,7698070.52799,710105.90968,7698146.25279,0.17701339721679688,0.17701339721679688,0.5548343658447266,12,132761
train_000556,talhao_4_0,adulto,710045.3446300001,7698070.52799,710121.06943,7698146.25279,0.16408348083496094,0.16408348083496094,0.5959987640380859,11,119548
train_000557,talhao_4_0,adulto,710060.50438,7698070.52799,710136.22918,7698146.25279,0.20246315002441406,0.20246315002441406,0.5490818023681641,13,146747
train_000558,talhao_4_0,adulto,710075.66413,7698070.52799,710151.38893,7698146.25279,0.2911405563354492,0.2911405563354492,0.42919254302978516,26,198645
train_000559,talhao_4_0,adulto,710090.82388,7698070.52799,710166.54868,7698146.25279,0.4189624786376953,0.4189624786376953,0.29924678802490234,28,285156
train_000560,talhao_4_0,adulto,710105.98363,7698070.52799,710181.70843,7698146.25279,0.530665397644043,0.530665397644043,0.18699932098388672,34,368312
train_000561,talhao_4_0,adulto,710121.14338,7698070.52799,710196.86818,7698146.25279,0.5744819641113281,0.5744819641113281,0.08861255645751953,33,401828
train_000562,talhao_4_0,adulto,710136.30313,7698070.52799,710212.02793,7698146.25279,0.505101203918457,0.505101203918457,0.02185344696044922,29,347088
train_000563,talhao_4_0,adulto,710151.46288,7698070.52799,710227.18768,7698146.25279,0.3847465515136719,0.3847465515136719,0.0,26,267265
train_000564,talhao_4_0,adulto,710166.62263,7698070.52799,710242.3474300001,7698146.25279,0.23625659942626953,0.23625659942626953,0.0,13,168334
